relative_path,filename,task,split,index,tumor_code,tumor_label,plane_code,plane_label,sequence,is_mask,linked_image,width,height,file_size_bytes,sha256
segmentation_task\test\images\brisc2025_test_00347_me_ax_t1.jpg,brisc2025_test_00347_me_ax_t1.jpg,segmentation,test,347,me,meningioma,ax,axial,T1,False,,512,512,17567,5c81aee0c8247e70672fc6ac8dcc0d5c81889b09b7d01f444a88bffb933b6a2c
segmentation_task\test\images\brisc2025_test_00348_me_ax_t1.jpg,brisc2025_test_00348_me_ax_t1.jpg,segmentation,test,348,me,meningioma,ax,axial,T1,False,,512,512,20609,27a7f3cab8d7ec0127c17a951b0bbe72ca20a459187f9a6f8d1a3edb1d65fea6
segmentation_task\test\images\brisc2025_test_00349_me_ax_t1.jpg,brisc2025_test_00349_me_ax_t1.jpg,segmentation,test,349,me,meningioma,ax,axial,T1,False,,228,221,8737,69c1c453795ef46d2c171bafe4d4af47b0f059026d3e231227668cd7c8928068
segmentation_task\test\images\brisc2025_test_00350_me_ax_t1.jpg,brisc2025_test_00350_me_ax_t1.jpg,segmentation,test,350,me,meningioma,ax,axial,T1,False,,512,512,23224,149b33146fbb8a280391eaab407828605ea2b88a81cb380f1b647e60511320be
segmentation_task\test\images\brisc2025_test_00351_me_ax_t1.jpg,brisc2025_test_00351_me_ax_t1.jpg,segmentation,test,351,me,meningioma,ax,axial,T1,False,,512,512,20477,66ec65ac1f716e380e951852b34f72056aa123ad1256c07b043cd19736f25f5b
segmentation_task\test\images\brisc2025_test_00352_me_ax_t1.jpg,brisc2025_test_00352_me_ax_t1.jpg,segmentation,test,352,me,meningioma,ax,axial,T1,False,,201,251,9501,f3d00bbb942117c2fb62466414d3c466ca283b678200fe87424e4128b80b2dba
segmentation_task\test\images\brisc2025_test_00353_me_ax_t1.jpg,brisc2025_test_00353_me_ax_t1.jpg,segmentation,test,353,me,meningioma,ax,axial,T1,False,,512,512,16402,a04c126a3ee423c1e4b9661ce82f467dc0a93699df81ce9f2496bc0bee7291d8
segmentation_task\test\images\brisc2025_test_00354_me_ax_t1.jpg,brisc2025_test_00354_me_ax_t1.jpg,segmentation,test,354,me,meningioma,ax,axial,T1,False,,210,240,7624,f813b3d84d164a5b7e87174946eb5c7acaae34e62b480bb31bcb0d6d518986b1
segmentation_task\test\images\brisc2025_test_00355_me_ax_t1.jpg,brisc2025_test_00355_me_ax_t1.jpg,segmentation,test,355,me,meningioma,ax,axial,T1,False,,512,512,15908,b505e8cdcb74e192167b5649b71fe8da0b5a6fab62d5fbf742e68484743a15d3
segmentation_task\test\images\brisc2025_test_00356_me_ax_t1.jpg,brisc2025_test_00356_me_ax_t1.jpg,segmentation,test,356,me,meningioma,ax,axial,T1,False,,512,512,16767,ea27637d808fa8bf891e7249851da44df14b38315095b03db33591b2a386aca0
segmentation_task\test\images\brisc2025_test_00357_me_ax_t1.jpg,brisc2025_test_00357_me_ax_t1.jpg,segmentation,test,357,me,meningioma,ax,axial,T1,False,,512,512,21556,110f8ce6a8b3a8c519b4db31afff2ccb6e6aefd4db6e9de5d1056c9b0840578a
segmentation_task\test\images\brisc2025_test_00358_me_ax_t1.jpg,brisc2025_test_00358_me_ax_t1.jpg,segmentation,test,358,me,meningioma,ax,axial,T1,False,,512,512,15731,3a4048513cf7c96b0e4ff2879e947d20ab40bb15745767e4fa825c8479d2a18b
segmentation_task\test\images\brisc2025_test_00359_me_ax_t1.jpg,brisc2025_test_00359_me_ax_t1.jpg,segmentation,test,359,me,meningioma,ax,axial,T1,False,,512,512,15118,9bd07e3fe890788c7d5bc8a5b1352763157cc136bf8b57917d4f1fb382a7f7ec
segmentation_task\test\images\brisc2025_test_00360_me_ax_t1.jpg,brisc2025_test_00360_me_ax_t1.jpg,segmentation,test,360,me,meningioma,ax,axial,T1,False,,512,512,14692,c88bc40e0c589e1ea9b44de21425d12e602dd8d9a46378cac609f9867acacd0a
segmentation_task\test\images\brisc2025_test_00361_me_ax_t1.jpg,brisc2025_test_00361_me_ax_t1.jpg,segmentation,test,361,me,meningioma,ax,axial,T1,False,,512,512,18366,94247e44617a135f0ce0ad29fcdff8c7bf484f3f2e4a9826c2ba4267709e5706
segmentation_task\test\images\brisc2025_test_00362_me_ax_t1.jpg,brisc2025_test_00362_me_ax_t1.jpg,segmentation,test,362,me,meningioma,ax,axial,T1,False,,512,512,20075,ed840286c2dcc2d2cdac5df1a794898b5144dfb5619b2e37fdc21c9b4e1ed93f
segmentation_task\test\images\brisc2025_test_00363_me_ax_t1.jpg,brisc2025_test_00363_me_ax_t1.jpg,segmentation,test,363,me,meningioma,ax,axial,T1,False,,512,512,14496,c5b0c3e5bc3bb43a706d39ea3a938513698c4a478ff99278f9cd1d9c18612317
segmentation_task\test\images\brisc2025_test_00364_me_ax_t1.jpg,brisc2025_test_00364_me_ax_t1.jpg,segmentation,test,364,me,meningioma,ax,axial,T1,False,,512,512,17903,9c27b3c0165fe901dfb4eb855e8f4191d78b6c77ce9ac3242bc1b99a22234ba4
segmentation_task\test\images\brisc2025_test_00365_me_ax_t1.jpg,brisc2025_test_00365_me_ax_t1.jpg,segmentation,test,365,me,meningioma,ax,axial,T1,False,,512,512,25696,61ebf9b8da89d28273c8b1a853b3037062c0942e4a5ca1a16b2412d454431dbf
segmentation_task\test\images\brisc2025_test_00366_me_ax_t1.jpg,brisc2025_test_00366_me_ax_t1.jpg,segmentation,test,366,me,meningioma,ax,axial,T1,False,,512,512,16377,1281c5c90cffbec6209adb81173f27f9eae96295726a4fa2e640e589af913b8a
segmentation_task\test\images\brisc2025_test_00367_me_ax_t1.jpg,brisc2025_test_00367_me_ax_t1.jpg,segmentation,test,367,me,meningioma,ax,axial,T1,False,,512,512,22173,b0d64ca0ec39354a3715626e8a6df4c456c007f218a6c83722da8533b99031bf
segmentation_task\test\images\brisc2025_test_00368_me_ax_t1.jpg,brisc2025_test_00368_me_ax_t1.jpg,segmentation,test,368,me,meningioma,ax,axial,T1,False,,512,512,15210,8ad4bf4e7a309fda25e7b728eabaf800f6a447ed05dd4f7cf46f5652c22db3cb
segmentation_task\test\images\brisc2025_test_00369_me_ax_t1.jpg,brisc2025_test_00369_me_ax_t1.jpg,segmentation,test,369,me,meningioma,ax,axial,T1,False,,512,512,17510,960e133544e4fe20723c26921ec39cc0288157d75e0ca19a1e63a57a57a5466a
segmentation_task\test\images\brisc2025_test_00370_me_ax_t1.jpg,brisc2025_test_00370_me_ax_t1.jpg,segmentation,test,370,me,meningioma,ax,axial,T1,False,,512,512,17893,94b14329368457642f868f5286f92b1a56ae10335865c2097a77e86a341997a2
segmentation_task\test\images\brisc2025_test_00371_me_ax_t1.jpg,brisc2025_test_00371_me_ax_t1.jpg,segmentation,test,371,me,meningioma,ax,axial,T1,False,,512,512,16565,8d03a7f8015f5b37f7486b00e7bb9f13782b95bc39cd5cff726af2d3464e1f92
segmentation_task\test\images\brisc2025_test_00372_me_ax_t1.jpg,brisc2025_test_00372_me_ax_t1.jpg,segmentation,test,372,me,meningioma,ax,axial,T1,False,,512,512,14191,7e0fa93e6aadbd0d53be5c7afb1c820d7f9e504d54a62b68ee2fba57d9756a60
segmentation_task\test\images\brisc2025_test_00373_me_ax_t1.jpg,brisc2025_test_00373_me_ax_t1.jpg,segmentation,test,373,me,meningioma,ax,axial,T1,False,,512,512,20271,36b4c01cb68d85d92a5380c75a751dc8d63eb334ee45ca04a3c302e28156630e
segmentation_task\test\images\brisc2025_test_00374_me_ax_t1.jpg,brisc2025_test_00374_me_ax_t1.jpg,segmentation,test,374,me,meningioma,ax,axial,T1,False,,512,512,18684,fe9729642507592e71a345409e56acee1a920f1ac44616525a770e6cf3f9e176
segmentation_task\test\images\brisc2025_test_00375_me_ax_t1.jpg,brisc2025_test_00375_me_ax_t1.jpg,segmentation,test,375,me,meningioma,ax,axial,T1,False,,512,512,22561,b2edd24f1fe7cb94a4eaddbf043f4742c1fe41f32b189f502f1b12e40bfd3a67
segmentation_task\test\images\brisc2025_test_00376_me_ax_t1.jpg,brisc2025_test_00376_me_ax_t1.jpg,segmentation,test,376,me,meningioma,ax,axial,T1,False,,512,512,15529,c783e504efe4f8c1823acfb585691badba3e9df2566bbf27770a6b08d765c80c
segmentation_task\test\images\brisc2025_test_00377_me_ax_t1.jpg,brisc2025_test_00377_me_ax_t1.jpg,segmentation,test,377,me,meningioma,ax,axial,T1,False,,512,512,15289,f9cb7e48259fdf96f7bd8a2c07696a0633d79187af0c209cc44158e8514472b8
segmentation_task\test\images\brisc2025_test_00378_me_ax_t1.jpg,brisc2025_test_00378_me_ax_t1.jpg,segmentation,test,378,me,meningioma,ax,axial,T1,False,,512,512,22641,d9ba0900164f3e8851c8a0c969f003a428ddc3ea462c62a6dc28aa030a4c6ba5
segmentation_task\test\images\brisc2025_test_00379_me_ax_t1.jpg,brisc2025_test_00379_me_ax_t1.jpg,segmentation,test,379,me,meningioma,ax,axial,T1,False,,512,512,15048,c120061e2760e4627c8362bc22496dcefe250d550c549ca25a6fac1e247de0e6
segmentation_task\test\images\brisc2025_test_00380_me_ax_t1.jpg,brisc2025_test_00380_me_ax_t1.jpg,segmentation,test,380,me,meningioma,ax,axial,T1,False,,512,512,18092,ac36f3f4eb4a088461eef957b2302eb78cfd1dba1ea26403987d696fb5ce45e2
segmentation_task\test\images\brisc2025_test_00381_me_ax_t1.jpg,brisc2025_test_00381_me_ax_t1.jpg,segmentation,test,381,me,meningioma,ax,axial,T1,False,,512,512,17093,4b819b2901adddfa20ab471258e64bc542b7a3f18ec4e1fac51e7a5696894127
segmentation_task\test\images\brisc2025_test_00382_me_ax_t1.jpg,brisc2025_test_00382_me_ax_t1.jpg,segmentation,test,382,me,meningioma,ax,axial,T1,False,,512,512,20929,fd7d72de15787fba70df4dd29849c683c8df2e29f028e499dff1a61d3cf5fc2d
segmentation_task\test\images\brisc2025_test_00383_me_ax_t1.jpg,brisc2025_test_00383_me_ax_t1.jpg,segmentation,test,383,me,meningioma,ax,axial,T1,False,,512,512,19587,6d33cf04234bc4a8e1cd9eed65d8340e2e25349cfec2f33364321dc92c22bd17
segmentation_task\test\images\brisc2025_test_00384_me_ax_t1.jpg,brisc2025_test_00384_me_ax_t1.jpg,segmentation,test,384,me,meningioma,ax,axial,T1,False,,512,512,13462,4ca0fcda8bd93f967f468463b0c93dbe4b16887da2987c5e37f1eb00ddcb2fb6
segmentation_task\test\images\brisc2025_test_00385_me_ax_t1.jpg,brisc2025_test_00385_me_ax_t1.jpg,segmentation,test,385,me,meningioma,ax,axial,T1,False,,512,512,16934,6759a0316b83fe27a161bc58377fa9c0aaf3b4eed0f74edff41d848b704e0bfd
segmentation_task\test\images\brisc2025_test_00386_me_ax_t1.jpg,brisc2025_test_00386_me_ax_t1.jpg,segmentation,test,386,me,meningioma,ax,axial,T1,False,,512,512,18505,70eea37bb28b0d9104f30252abc37bab713e72119ed18c66e38a00b1f1dfdd44
segmentation_task\test\images\brisc2025_test_00387_me_ax_t1.jpg,brisc2025_test_00387_me_ax_t1.jpg,segmentation,test,387,me,meningioma,ax,axial,T1,False,,512,512,12836,9459c5aa36317e7d36bd8263b6c6377edcc2492088aba334f7e93f35cf27a8b3
segmentation_task\test\images\brisc2025_test_00388_me_ax_t1.jpg,brisc2025_test_00388_me_ax_t1.jpg,segmentation,test,388,me,meningioma,ax,axial,T1,False,,512,512,13997,8043af2c8224d134606bb9cfa9637e7a974cf8985892a0158517f378b1b129b2
segmentation_task\test\images\brisc2025_test_00389_me_ax_t1.jpg,brisc2025_test_00389_me_ax_t1.jpg,segmentation,test,389,me,meningioma,ax,axial,T1,False,,512,512,14273,d07872df5218bcb7145de53f60737b138a2a8b9edd362b758b25106456044985
segmentation_task\test\images\brisc2025_test_00390_me_ax_t1.jpg,brisc2025_test_00390_me_ax_t1.jpg,segmentation,test,390,me,meningioma,ax,axial,T1,False,,512,512,18908,c318da0ad42624961d0eff66e5cb3c97bbc9e66df24a648ee1656d1a6cbeb2c8
segmentation_task\test\images\brisc2025_test_00391_me_ax_t1.jpg,brisc2025_test_00391_me_ax_t1.jpg,segmentation,test,391,me,meningioma,ax,axial,T1,False,,512,512,17727,febc01df86073914cb1fead59436457605068aaac8e5186cce20f26606df70f2
segmentation_task\test\images\brisc2025_test_00392_me_co_t1.jpg,brisc2025_test_00392_me_co_t1.jpg,segmentation,test,392,me,meningioma,co,coronal,T1,False,,440,278,20679,32e58268a4a9d3f82caec378c1065311360f4212c2ab72a1ca6f1ef8ffcca92b
segmentation_task\test\images\brisc2025_test_00393_me_co_t1.jpg,brisc2025_test_00393_me_co_t1.jpg,segmentation,test,393,me,meningioma,co,coronal,T1,False,,212,237,12043,bbc7b2a45a317370ec1115cf902927adfcb71d569c1cf413fc4d1fd68fcdb763
segmentation_task\test\images\brisc2025_test_00394_me_co_t1.jpg,brisc2025_test_00394_me_co_t1.jpg,segmentation,test,394,me,meningioma,co,coronal,T1,False,,262,308,24573,10349e0d5645628fe11b685fdb2396ebb7100a8257cd5d8f1e488bb8d92c131b
segmentation_task\test\images\brisc2025_test_00395_me_co_t1.jpg,brisc2025_test_00395_me_co_t1.jpg,segmentation,test,395,me,meningioma,co,coronal,T1,False,,540,568,47132,d67f68d2257405011a6a15401261406f7cbf7449bf0112491c14ceef50fcd73f
segmentation_task\test\images\brisc2025_test_00396_me_co_t1.jpg,brisc2025_test_00396_me_co_t1.jpg,segmentation,test,396,me,meningioma,co,coronal,T1,False,,290,339,23465,fb2b0e33367c6b46c5aee62ff7fa335a1cd7f185792e84090f8a62e722d91d8b
segmentation_task\test\images\brisc2025_test_00397_me_co_t1.jpg,brisc2025_test_00397_me_co_t1.jpg,segmentation,test,397,me,meningioma,co,coronal,T1,False,,306,306,24340,ea3bd80a786c4d44d3ed6c16fdcfd829fa7045d0227c623dc3ee1ef86f7adb39
segmentation_task\test\images\brisc2025_test_00398_me_co_t1.jpg,brisc2025_test_00398_me_co_t1.jpg,segmentation,test,398,me,meningioma,co,coronal,T1,False,,374,370,27770,065838e8c921af9cd741387fc62a1caf696e46c11fe15ac6ef95982cc9b74dee
segmentation_task\test\images\brisc2025_test_00399_me_co_t1.jpg,brisc2025_test_00399_me_co_t1.jpg,segmentation,test,399,me,meningioma,co,coronal,T1,False,,201,207,14807,790486755f0d3a02e2de284d3b28d5c238080836afad61cfbd60b8b8bf9820d8
segmentation_task\test\images\brisc2025_test_00400_me_co_t1.jpg,brisc2025_test_00400_me_co_t1.jpg,segmentation,test,400,me,meningioma,co,coronal,T1,False,,286,356,18704,deb3cf8255416bd3f24f48f7159965f9e48b5b346e5b22a41b11f8a7f22edec7
segmentation_task\test\images\brisc2025_test_00401_me_co_t1.jpg,brisc2025_test_00401_me_co_t1.jpg,segmentation,test,401,me,meningioma,co,coronal,T1,False,,290,342,23802,d42c2063d877d317380155375c55a3f736e1202e404cbfa0d4507bef3350f4e3
segmentation_task\test\images\brisc2025_test_00402_me_co_t1.jpg,brisc2025_test_00402_me_co_t1.jpg,segmentation,test,402,me,meningioma,co,coronal,T1,False,,366,395,26991,5c6da12069abad1ea0d958b7cbeec5b4ebed459dc9b1f2177246cc4e597b0b4b
segmentation_task\test\images\brisc2025_test_00403_me_co_t1.jpg,brisc2025_test_00403_me_co_t1.jpg,segmentation,test,403,me,meningioma,co,coronal,T1,False,,369,395,27715,f9c7519fa1b025afb6c7dcb3e7ac3807ab36ffaa535b8dbf72ed6b418303f486
segmentation_task\test\images\brisc2025_test_00404_me_co_t1.jpg,brisc2025_test_00404_me_co_t1.jpg,segmentation,test,404,me,meningioma,co,coronal,T1,False,,313,393,29820,066502884d443971d71836da239f41751eefdbb164af957947ad82fa6f584944
segmentation_task\test\images\brisc2025_test_00405_me_co_t1.jpg,brisc2025_test_00405_me_co_t1.jpg,segmentation,test,405,me,meningioma,co,coronal,T1,False,,442,442,32794,de382067b21e04f72300a7acbe0d7c1c4b2cca4a65153f9816155f0c7afb4dc2
segmentation_task\test\images\brisc2025_test_00406_me_co_t1.jpg,brisc2025_test_00406_me_co_t1.jpg,segmentation,test,406,me,meningioma,co,coronal,T1,False,,330,355,23280,6ad191b6525adf85064c08ec3ab520ca7fc28acb73bd31781d54d8e03315e139
segmentation_task\test\images\brisc2025_test_00407_me_co_t1.jpg,brisc2025_test_00407_me_co_t1.jpg,segmentation,test,407,me,meningioma,co,coronal,T1,False,,442,442,33110,0d788a5156cb295ffdd9eefb5ca7f88a68d6e5e93fbee087d879d37a088c460a
segmentation_task\test\images\brisc2025_test_00408_me_co_t1.jpg,brisc2025_test_00408_me_co_t1.jpg,segmentation,test,408,me,meningioma,co,coronal,T1,False,,367,395,26971,eadc6dd552a21452ea3a1f171e62f805c6f66927d6f8670961aac7e9495ded81
segmentation_task\test\images\brisc2025_test_00409_me_co_t1.jpg,brisc2025_test_00409_me_co_t1.jpg,segmentation,test,409,me,meningioma,co,coronal,T1,False,,352,322,21569,bd86e9a929172ffcf244db8b2839d51746f0ca95fdd81c79916babd1d154a2db
segmentation_task\test\images\brisc2025_test_00410_me_co_t1.jpg,brisc2025_test_00410_me_co_t1.jpg,segmentation,test,410,me,meningioma,co,coronal,T1,False,,257,248,15615,56cf9f66248d14af34d23eaa420b0c509a94f19c63b1937f8bf63f92cca301f5
segmentation_task\test\images\brisc2025_test_00411_me_co_t1.jpg,brisc2025_test_00411_me_co_t1.jpg,segmentation,test,411,me,meningioma,co,coronal,T1,False,,174,230,11647,da0737aaaf93cfdef149e05839b9e2bf5b6709a5f0dd712dda2cb31e7c8f9e46
segmentation_task\test\images\brisc2025_test_00412_me_co_t1.jpg,brisc2025_test_00412_me_co_t1.jpg,segmentation,test,412,me,meningioma,co,coronal,T1,False,,206,245,17125,4061e76d26b82a92d71bd6440dad3bb875b36fc8443f6d48c1e33d16f6658729
segmentation_task\test\images\brisc2025_test_00413_me_co_t1.jpg,brisc2025_test_00413_me_co_t1.jpg,segmentation,test,413,me,meningioma,co,coronal,T1,False,,1149,1019,121564,125530a0b5968fe663f809962787246d3a5576167d38f493bcf82a97f4454779
segmentation_task\test\images\brisc2025_test_00414_me_co_t1.jpg,brisc2025_test_00414_me_co_t1.jpg,segmentation,test,414,me,meningioma,co,coronal,T1,False,,315,315,25945,664c8e8cd61fc28844149e95bf4c7b75bc9012d92869446f94d4dc8f8c7bece9
segmentation_task\test\images\brisc2025_test_00415_me_co_t1.jpg,brisc2025_test_00415_me_co_t1.jpg,segmentation,test,415,me,meningioma,co,coronal,T1,False,,341,395,28353,f55311fb8ccf1b86450233262bd00b176bd1c404e5849b59c0a3cd5e4440626b
segmentation_task\test\images\brisc2025_test_00416_me_co_t1.jpg,brisc2025_test_00416_me_co_t1.jpg,segmentation,test,416,me,meningioma,co,coronal,T1,False,,341,395,28353,f55311fb8ccf1b86450233262bd00b176bd1c404e5849b59c0a3cd5e4440626b
segmentation_task\test\images\brisc2025_test_00417_me_co_t1.jpg,brisc2025_test_00417_me_co_t1.jpg,segmentation,test,417,me,meningioma,co,coronal,T1,False,,289,354,20107,d50fe37de5cb0b6f97374864487a719fcaaca4e9ede3ef711b623314d64cdbc9
segmentation_task\test\images\brisc2025_test_00418_me_co_t1.jpg,brisc2025_test_00418_me_co_t1.jpg,segmentation,test,418,me,meningioma,co,coronal,T1,False,,221,228,17464,36f571bbd7db967e68e0e0bddba8f81ee825221e166dad668c8323c557129f9b
segmentation_task\test\images\brisc2025_test_00419_me_co_t1.jpg,brisc2025_test_00419_me_co_t1.jpg,segmentation,test,419,me,meningioma,co,coronal,T1,False,,238,212,12137,cf13d1ba3994cea11a9c3ff8df2934c324f15b393c6aadc20235c2eaa784ac9a
segmentation_task\test\images\brisc2025_test_00420_me_co_t1.jpg,brisc2025_test_00420_me_co_t1.jpg,segmentation,test,420,me,meningioma,co,coronal,T1,False,,225,225,11067,8aaadd0f631a11d4e11796b9afc422aea41548c3b9607b338377f3002747101e
segmentation_task\test\images\brisc2025_test_00421_me_co_t1.jpg,brisc2025_test_00421_me_co_t1.jpg,segmentation,test,421,me,meningioma,co,coronal,T1,False,,212,238,13775,ce9682cf32ab75a300537fc7170a731c536079308142e167d949634b29034aec
segmentation_task\test\images\brisc2025_test_00422_me_co_t1.jpg,brisc2025_test_00422_me_co_t1.jpg,segmentation,test,422,me,meningioma,co,coronal,T1,False,,512,512,19704,7b1c01c185101f59f4240828eae1604f4d3141b410f6591621668288b3797e08
segmentation_task\test\images\brisc2025_test_00423_me_co_t1.jpg,brisc2025_test_00423_me_co_t1.jpg,segmentation,test,423,me,meningioma,co,coronal,T1,False,,512,512,22996,899210c1ab77229d73e0f3f270de0c1f5a051a75f4eb7d5e0497bdb87ee66cd8
segmentation_task\test\images\brisc2025_test_00424_me_co_t1.jpg,brisc2025_test_00424_me_co_t1.jpg,segmentation,test,424,me,meningioma,co,coronal,T1,False,,512,512,19614,8a9d488f52224772ede5392d1fe579e5faaecd082697488eca00378e6f143e6e
segmentation_task\test\images\brisc2025_test_00425_me_co_t1.jpg,brisc2025_test_00425_me_co_t1.jpg,segmentation,test,425,me,meningioma,co,coronal,T1,False,,512,512,18528,432f2399dc0fefa74c56701fa730d46f1312ebb2c46fa4d2458d92af2eb9967b
segmentation_task\test\images\brisc2025_test_00426_me_co_t1.jpg,brisc2025_test_00426_me_co_t1.jpg,segmentation,test,426,me,meningioma,co,coronal,T1,False,,512,512,23456,d83edd1d7fb369d8717787c2ce49de3fd196825a45170426e609fa9ff8db4d7a
segmentation_task\test\images\brisc2025_test_00427_me_co_t1.jpg,brisc2025_test_00427_me_co_t1.jpg,segmentation,test,427,me,meningioma,co,coronal,T1,False,,512,512,20714,cd9e7a822bb8cbaa1cb53d941490d57fb644f81bb4d7dd711c0a798630c8ef5b
segmentation_task\test\images\brisc2025_test_00428_me_co_t1.jpg,brisc2025_test_00428_me_co_t1.jpg,segmentation,test,428,me,meningioma,co,coronal,T1,False,,512,512,19810,8a87d183433c2d6cff27d1afa2be54beac10a541ea9252cfbcdcc4622b269196
segmentation_task\test\images\brisc2025_test_00429_me_co_t1.jpg,brisc2025_test_00429_me_co_t1.jpg,segmentation,test,429,me,meningioma,co,coronal,T1,False,,512,512,18366,94247e44617a135f0ce0ad29fcdff8c7bf484f3f2e4a9826c2ba4267709e5706
segmentation_task\test\images\brisc2025_test_00430_me_co_t1.jpg,brisc2025_test_00430_me_co_t1.jpg,segmentation,test,430,me,meningioma,co,coronal,T1,False,,512,512,18519,093230a680bb68d46396d9c4ba31efee4a10fb2894d5867bc19c4555933b39e1
segmentation_task\test\images\brisc2025_test_00431_me_co_t1.jpg,brisc2025_test_00431_me_co_t1.jpg,segmentation,test,431,me,meningioma,co,coronal,T1,False,,512,512,25787,100aea3afaa14c98cc1e33a97778efb2abee6f6810b7f14069612e04e04e4331
segmentation_task\test\images\brisc2025_test_00432_me_co_t1.jpg,brisc2025_test_00432_me_co_t1.jpg,segmentation,test,432,me,meningioma,co,coronal,T1,False,,512,512,23881,5d13cd062b1465af74703253618e0825145b486f9564deb5a1938e04190cc93a
segmentation_task\test\images\brisc2025_test_00433_me_co_t1.jpg,brisc2025_test_00433_me_co_t1.jpg,segmentation,test,433,me,meningioma,co,coronal,T1,False,,512,512,25646,713247348e1c2d0cdedd4c038b8db2926e5e6aecb2255534346f727e9226532e
segmentation_task\test\images\brisc2025_test_00434_me_co_t1.jpg,brisc2025_test_00434_me_co_t1.jpg,segmentation,test,434,me,meningioma,co,coronal,T1,False,,512,512,25487,0c5523ece7cc1fe7dd2adbe5260abe5654151f3cebbfd1cfebc464f625dc8c9d
segmentation_task\test\images\brisc2025_test_00435_me_co_t1.jpg,brisc2025_test_00435_me_co_t1.jpg,segmentation,test,435,me,meningioma,co,coronal,T1,False,,512,512,23977,77d1a53171807f4ac1df61651a8f2fc8f631ef6632810bd69abc454f60068cef
segmentation_task\test\images\brisc2025_test_00436_me_co_t1.jpg,brisc2025_test_00436_me_co_t1.jpg,segmentation,test,436,me,meningioma,co,coronal,T1,False,,512,512,23518,9b292c3af1549b1bb39e933348947dddf7779f00e2ae6858bdae0d52d0ea5c2f
segmentation_task\test\images\brisc2025_test_00437_me_co_t1.jpg,brisc2025_test_00437_me_co_t1.jpg,segmentation,test,437,me,meningioma,co,coronal,T1,False,,512,512,20039,21e978218768a7656331af2465f061757b5638f9565bd920e5006f661c19c7b8
segmentation_task\test\images\brisc2025_test_00438_me_co_t1.jpg,brisc2025_test_00438_me_co_t1.jpg,segmentation,test,438,me,meningioma,co,coronal,T1,False,,512,512,21013,8f6fd71b2fc638c8ebff4f3e487f1ef979361cd93906e5ea51305a47896bf852
segmentation_task\test\images\brisc2025_test_00439_me_co_t1.jpg,brisc2025_test_00439_me_co_t1.jpg,segmentation,test,439,me,meningioma,co,coronal,T1,False,,512,512,19691,6c6524519f2421687cdda23591dcaf3b72defc1b9e01d97cee3e808a760e245e
segmentation_task\test\images\brisc2025_test_00440_me_co_t1.jpg,brisc2025_test_00440_me_co_t1.jpg,segmentation,test,440,me,meningioma,co,coronal,T1,False,,512,512,20245,7dfe029ecfeb8d364e6defbdae8b354bdc8a9fafdbbb89752cb22792a4c5df97
segmentation_task\test\images\brisc2025_test_00441_me_co_t1.jpg,brisc2025_test_00441_me_co_t1.jpg,segmentation,test,441,me,meningioma,co,coronal,T1,False,,512,512,22520,b9e5ae37f8f50685abd5c024e0b886e043336ebdecf4c10f3d2c6b2a0ada6a82
segmentation_task\test\images\brisc2025_test_00442_me_co_t1.jpg,brisc2025_test_00442_me_co_t1.jpg,segmentation,test,442,me,meningioma,co,coronal,T1,False,,512,512,22224,f9d972b6c30ba7dcaac22da3a157e26e36d0f6e774e61af31f2ffcd8e98066bd
segmentation_task\test\images\brisc2025_test_00443_me_co_t1.jpg,brisc2025_test_00443_me_co_t1.jpg,segmentation,test,443,me,meningioma,co,coronal,T1,False,,512,512,16112,c20ca50341c8887af93ad04d50a83ee46a28ebc51e55e6e63315631a7889baa2
segmentation_task\test\images\brisc2025_test_00444_me_co_t1.jpg,brisc2025_test_00444_me_co_t1.jpg,segmentation,test,444,me,meningioma,co,coronal,T1,False,,512,512,16753,ac2530f7875147ba2b4a4aa179e46de266127371a905955630f08c6645d05d72
segmentation_task\test\images\brisc2025_test_00445_me_co_t1.jpg,brisc2025_test_00445_me_co_t1.jpg,segmentation,test,445,me,meningioma,co,coronal,T1,False,,512,512,20005,d9167a9fef05c1360f4232f565c0bb16d374c9e3228e06ad80898961db652909
segmentation_task\test\images\brisc2025_test_00446_me_co_t1.jpg,brisc2025_test_00446_me_co_t1.jpg,segmentation,test,446,me,meningioma,co,coronal,T1,False,,512,512,19844,37a5baa2bfb8c7da4e03e9eb7e9f5516414f027bf73b1c0dd4030f1dae2688be
segmentation_task\test\images\brisc2025_test_00447_me_co_t1.jpg,brisc2025_test_00447_me_co_t1.jpg,segmentation,test,447,me,meningioma,co,coronal,T1,False,,512,512,17783,71e23b1f800fdecddcb860781aba023b3eba6cc9820eb4f231f23255a03b04cb
segmentation_task\test\images\brisc2025_test_00448_me_co_t1.jpg,brisc2025_test_00448_me_co_t1.jpg,segmentation,test,448,me,meningioma,co,coronal,T1,False,,512,512,21607,48092e2e934c9f3064a8d922c9995fe6ef89f9c210b0ddfd0ad9eb0357991bde
segmentation_task\test\images\brisc2025_test_00449_me_co_t1.jpg,brisc2025_test_00449_me_co_t1.jpg,segmentation,test,449,me,meningioma,co,coronal,T1,False,,512,512,20373,2672a579f7777465341466e2e9b551dca4860c4eb187e196928371bfacf46aa1
segmentation_task\test\images\brisc2025_test_00450_me_co_t1.jpg,brisc2025_test_00450_me_co_t1.jpg,segmentation,test,450,me,meningioma,co,coronal,T1,False,,512,512,20687,83c42f3827403c6adbcc08433220ef4d6bb7bb934ca3de1cf72837f7fe103c1b
